Word,Type,Pronunciation,Definition,Sentence,Synonyms,Favor
Expurgate,verb,ehk spuhr gayt,"to censor; to cleanse of something morally harmful, offensive, or erroneous",Government propagandists expurgated all negative references to the dictator from the film,bowdlerize; cut; sanitize,1
Exult,verb,ig-zuhlt,to show or feel a lively or triumphant joy; to rejoice greatly; to be jubilant,The fans began to exult and cheer as soon as their team won the championship,rejoice; celebrate; cheer; triumph; elate; thrill; exultation,1
Fallow,noun,faa loh,dormant; unused,This field should lie fallow for a year so the soil does not become completely depleted,idle; inactive; unseeded,1
Fanatical,adj,fih nah tih kuhl,"acting excessivley enthusiastic; filled with extreme, unquestioned devotion","The storm troopers were fanatical in their devotio to the emperor, readily sacrificing their lives for him",extremist; fiery; frenzied; zealous,1
Farrier,noun,far ri er,a person who shoes horses,"His father, in his first letter home from America, lamented that his son's training as a farrier was for naught",blacksmith; plover; anvil; smithy; horseshoer; shoer; ironsmith,1
Fatuous,adj,fah choo uhs,stupid; foolishly self-satisfied,Ted's fatuous comments always embarrassed his keen-witted wife at parties,absurd; ludicrous; preposterous; ridiculous; silly,1
Fawn,verb,fahn,to grovel; to court favor by a cringing or flattering manner,The understudy fawned over the director in hopes of being cast in the part on a permanent basis,bootlick; grovel; pander; toady,1
Faze,verb,faz,"to disturb the composure of; disconcert, daunt",Nothing fazed her,abash; confound; confuse; discomfit; disconcert; embarrass; fluster; mortify; nonplus; rattle,1
Fecund,adj,fee kuhnd,fertile; fruitful; productive,The fecund couple yielded a total of 20 children,flourishing; prolific,1
Feign,verb,fen,"pretend to be affected by (a feeling, state, or injury)",She feigned nervousness,simulate; fake; sham; affect; give the appearance of; invent; indulge in pretense,1
Feisty,adj,feist y,"(of a person, typically one who is relatively small or weak) lively, determined, and courageous",A feisty heroine who's more than a pretty face,aggressive; agonistic; argumentative; assaultive; bellicose; brawly; contentious,1
Fervid,adj,fuhr vihd,"intensely emotional; feverish; intensely enthusiastic or passionate, especially to an excessive degree","The fans of Maria Callas were particularly fervid, doing anything to catch a glimpse of the great opera singer",burning; impassioned; passionate; vehement; zealous,1
Fetid,adj,fedid,foul-smelling; putrid,The fetid stench from the outhouse caused Francesca to wrinkle her nose in disgust,funky; malodorous; noisome; rank; stinky,1
Fiat,noun,fee at,an authoritative or arbitrary order,"The school principal issued a fiat that caps were not to be worn inside the school, and that was taht",bull; decree; diktat; directive; edict; rescript; ukase,1
Fickle,adj,fi kel,"marked by lack of steadfastness, constancy, or stability; given to erractic changeableness",The coronavirus pandemic has instilled extra unpredictability into the already fickle Paris Fashion Week.,capricious; changeable; changeful; flickery; fluctuating; fluid; uncertain; variable; volatile,1
Fiduciary,adj,fi du ci ar y,"involving trust, especially with regard to the relationship between a trustee and a beneficiary",The company has a fiduciary duty to shareholders,curator; depositary; guardian; trustee,1
Filiation,noun,fil i a tion,descent or derivation especially from a culture or language; filial relationship especially of a son to his father,Relationships based on ties of filiation as opposed to marraige,affiliation; brotherhood; kin; kindred; kinship; lineage; race; blood-relationship; family tie,1
Finicky,adj,fin ick y,fussy about one's needs or requirements; showing or requireing great attention to detail,"He was a finicky, almost fetishistic collector",fussy; fastidius; punctillious; difficult; awkward; exacting; demanding; perfectionist,1
Flag,verb,flaag,"to decline in vigor, strength, or interest",The marathon runner slowed down as his strength flagged,dwindle; ebb; slacken; subside; wane,1
Florid,adj,flohr ihd,excessively decorated or embellished,The palace had been decorated in an excessively florid style; every surface had been carved and gilded,baroque; elaborate; flamboyant; ornate; ostentatious; rococo,1
Foible,noun,foi-buhl,a minor weakness or eccentricity in someone's character,One of his foibles is his habit of cracking his knuckles loudly in public,weakness; flaw; shortcoming; fault; frailty; defect,1
Foment,verb,foh mehnt,to arouse or incite,The rebels tried to foment revolution through their attacks on the government,agitate; impassion; inflame; instigate; kindle,1
Ford,verb,fohrd,to cross a body of water by wading,"Because of the recent torrential rains, the cowboys were unable to ford the swollen river","traverse, wade",1
Forebear,noun,fore bear,ancestor; forefather,"The ship is set to follow in its forebear’s footsteps by crossing the Atlantic from Plymouth, England, to Plymouth, Massachusetts, this time on a marine research trip.",ancestor; father; forebearer; forefather; grandfather; primogenitor; progenitor,1
Foreshorten,verb,for shor ten,prematurley or dramatically shortened or reduced (something) in time or scale,The parts that extend towards the viewer are foreshortened,reduce; cut; abbreviate; concentrate; shorten; condense; decrease; lessen,1
Forestall,verb,fohr stahl,prevent or obstruct (an anticipated event or action) by taking action ahead of time; anticipate,The landlord forestalled T.J.'s attempt to avoid paying the rent by waiting for him outside his door,avert; deter; hinder; obviate; preclude,1
Fortitude,noun,for ti tude,courage in pain or adversity,She endured her illness with great fortitude,courage; bravery; strength of mind; strength of character,1
Fortuitous,adj,fohr too ih tuhs,happening by chance; fortunate,It was fortuitous that he won the lotto just before he had to pay back his loans,chance; fortunate; haphazard; lucky; propitious; prosperous,1
Fractious,adj,fraak shuhs,unruly; rebellious,The general had a hard time maintaining discipline among his fractious troops,contentious; cranky; peevish; quarrelsome,1
Frenetic,adj,fruh neht ihk,frantic; frenzied,The employee's frenetic schedule left her little time to socialize,corybantic; delirious; feverish; mad; rabid; wild,1
Frugality,noun,fru gaa luh tee,tending to be thrify or cheap,Scrooge McDuck's frugality was so great that he accumulated enough wealth to fill a giant storehouse with money,economical; parsimony; prudence; sparing,1
Furtive,adj,fuhr tihv,secret; stealthy,Glenn was furtive when he peered out of the corner of his eye at the stunningly beautiful model,clandestine; covert; shifty; surreptitious; underhand,1
Gambit,noun,gam bit,"a device, action, or opening remark, typically one entailing a degree of risk, that is calculated to gain an advantage",His resignation was a tactical gambit,strategem; machination; scheme; plan; tactic; maneuver; move; device; ruse; trick; ploy,1
Gambol,verb,gaam buhl,to dance or skip around playfully,"From her office, Amy enviously watched the palyful puppies gambol around Central Park",caper; cavort; frisk; frolic; rollick; romp,1
Gargantuan,adj,gar gan tu an,enormous,A gargantuan appetite,enormous; extremely big; massive; huge; colossal; vast; immense; cosmic,1
Garner,verb,gahr nuhr,to gather and store,The director managed to garner financial backing from several different sources for his next project,amass; acquire; glean; harvest; reap,1
Garrulous,adj,gair-uh-luhs,"excessively or pointlessly talkative; using too many words, often about trivial matters","The garrulous old man in the park would talk to anyone who passed by, often for hours at a time",talkative; chatty; loquacious; verbose; wordy,1
Gauntlet,noun,gaunt let,a glove worn with medieval armor to protect the hand,"I have endeavoured to pick up most of the gauntlets thrown before me in some profusion, and occasionally some confusion.",cross; crucible; fire; ordeal; trial,1
Genesis,noun,jen ih sis,the origin or coming into being of something,"Either way, the genesis of such a counterintelligence [operation] would have been scrutinized by the highest levels of the FBI and the Justice Department",alpha; baseline; beggining; birth; dawn; inception; onset; outset; start; nascence,1
Genial,adj,ge ni al,friendly and cheerful,Waved to them in genial greeting,friendly; affable; cordial; congenial; amiable; warm,1
Germane,adj,jer main,being at once relevant and appropriate: Fitting,My personal opinion isn't germane to our discussion of the facts of the case,applicable; apposite; apropos; material; pertinent; pointed; relative; relevant,1
